Title,Published_date,Views,Likes,Comments
No Phone | No TV from now on,2020-07-19T16:33:05Z,3635654,263750,6641
Rashi got a New Friend and She Forgot Us,2020-07-18T17:13:55Z,2348424,192214,15228
Rashi. went out First time after Lockdown,2020-07-17T19:27:29Z,4291028,292715,10191
Making the Original Cover with Rasbhari,2020-07-16T16:48:47Z,2243293,205625,8663
IIT Chemistry vs BSc Chemistry | OP,2020-07-15T18:20:41Z,2538313,207599,15349
Going for my Exit Formalities with the Company,2020-07-14T16:30:41Z,3535220,249330,6667
Daughter does Dad's makeup..,2020-07-13T20:07:34Z,2442844,214056,6165
Papa Vs Rasbhari Dance off Challenge,2020-07-12T17:27:14Z,2721264,229579,8766
Peasee Papaaa...Ram Sam Laaa..Looo..,2020-07-11T18:06:30Z,2313642,202796,18402
Lost 2 Lakh subscribers in the night OMG,2020-07-10T18:33:32Z,4234057,304643,7975
My 34th Birthday was sooo Special !! 🙏,2020-07-09T17:12:29Z,3795367,348305,21547
My Special Birthday Gift !!,2020-07-08T16:24:07Z,3019702,228110,16124
Car mein Yeh kaise aayi ?? 😨,2020-07-07T20:07:00Z,3677782,235467,9497
Not talking to you Papa 😠,2020-07-06T17:51:20Z,3952126,276706,9089
Leaving for Kanpur !,2020-07-05T17:41:25Z,5080388,303174,8134
"Mumma is sleeping, Lets do this Papa..",2020-07-04T18:24:48Z,4025551,270259,6987
ex DGCA Senior Inspector Finally speaks on AirAsia Safety Issue,2020-07-04T12:28:32Z,2059231,235713,9076
Potty karte waqt aaya Earthquake. Had to RUN !!,2020-07-03T17:49:34Z,3734970,296507,9728
"Please Papa ""Dheeme"" laa doo...",2020-07-02T18:54:24Z,2177143,184883,6804
"She Sang the ""Chicklu song"" for the first time",2020-07-01T16:03:06Z,2945169,397132,12404
The Struggling Beauty Blogger !!,2020-06-30T18:45:45Z,2473520,220693,7380
3 Generations Racing... Who will Win ?,2020-06-29T18:55:30Z,2607542,191596,8841
Only Experts can do This !!,2020-06-28T18:51:15Z,2354766,205050,7954
Engineers vs Non Engineers,2020-06-27T18:32:56Z,2676760,219511,6622
Mumma tum Sangharsh Karo !!!,2020-06-26T19:33:50Z,3254967,236769,6810
How She Blackmails Papa !!,2020-06-25T19:13:01Z,3124598,286516,9495
Most Cutest thing She Did !!,2020-06-24T18:51:14Z,3374653,251011,6930
Surprise Gift for Papa !!,2020-06-23T18:44:48Z,2901408,237933,6336
Meri Raani ko haath laga ke to Dikhao !!!,2020-06-22T17:59:34Z,2934616,271627,12036
Our Lift got Stuck !,2020-06-21T19:00:37Z,2012080,193165,5732
When we hit 3 MILLION !!,2020-06-20T18:09:29Z,2273511,247890,10071
How she gets breakfast..,2020-06-19T18:49:36Z,2182692,232669,14202
Why is AirAsia Airline silent !!,2020-06-18T13:03:08Z,2452558,333996,34678
Reason Behind Suspension from my Pilot Job,2020-06-15T04:55:48Z,10428991,904899,79901
We ordered this for our GYM due Covid,2020-06-13T19:02:37Z,2423333,185088,9593
Practising some FASHION moves with Mom and Dad,2020-06-12T17:53:04Z,3274642,253274,8135
We are making a Special GYM,2020-06-11T18:53:28Z,2199824,221700,7537
Mumma goes to work after 3 months,2020-06-10T17:16:13Z,3371852,378368,10185
When 2 Pilots Study Together for their exam..,2020-06-09T19:47:55Z,3323618,241389,9446
She Broke my new Iphone 11,2020-06-08T19:03:19Z,9238966,641680,18689
Ritu's Sister Tested Covid Positive | Didnt get a Bed,2020-06-07T17:49:56Z,4372059,311858,21270
We got a new Cook,2020-06-06T18:19:14Z,2655680,165081,5792
Sending a Legal Notice !!,2020-06-05T18:22:07Z,1974750,184745,8016
When Papa has nothing to Vlog !!,2020-06-04T18:02:56Z,1542747,159430,6230
How was Vlogging started ?,2020-06-03T17:57:31Z,1820487,146921,7052
Belly Dancing with Mumma,2020-06-02T18:40:12Z,4237843,238571,7559
Sometimes She Acts like our Parent..,2020-06-01T19:05:45Z,2091501,159608,5876
Mooh Baa... La La La...,2020-05-31T18:49:09Z,3090688,210883,6896
"Dikha diya aaj, Kitni Taakat hai Desi logo mein..",2020-05-30T18:13:02Z,2460617,174969,4504
Unfortunate.. She should have got Stitches..,2020-05-29T19:16:30Z,3086744,224422,10791
Problems of being a Kid !!,2020-05-28T17:38:10Z,3081600,213873,7135
Bhabhi is leaving us ... 😢,2020-05-27T18:36:26Z,3298177,258085,7176
How Small Youtubers PLEASE Big Youtubers..,2020-05-26T18:06:13Z,1782588,145727,4908
Rashi ka humne KAAT diya aaj !!,2020-05-25T18:26:47Z,3065606,193736,5383
Pakistan Airlines 8303 Flight Crash Karachi | What Happened ?,2020-05-25T04:13:35Z,3741002,311283,20187
Dad Messed up... Seriously !!,2020-05-22T18:12:09Z,1983965,153356,5155
She turned off my Camera and Ran Away,2020-05-21T18:21:23Z,1881689,182716,3864
Scolded BADLY by MOM During Live Stream,2020-05-20T17:54:06Z,3158885,238263,9935
My Dad is always Right !!,2020-05-19T16:20:23Z,2022401,141149,3418
Rasbhari's 2nd Birthday 🎂!!,2020-05-19T05:17:53Z,6318845,393560,28356
When Dad Does the Teaching..,2020-05-17T17:08:35Z,2218323,196895,8358
We Preserved her Feet after One Year Again..,2020-05-16T18:11:11Z,1858473,159425,7236
33 year Old took the Diaper Challenge,2020-05-15T18:14:07Z,1510908,144422,7663
Making Rasbhari's Birthday GIFT !!,2020-05-14T18:46:30Z,3001533,183192,5966
A Special Custom Made Gift for my Daughter,2020-05-13T17:09:48Z,5966602,514410,12071
Finally She Did It !!,2020-05-12T17:56:42Z,2448695,300776,7803
"Beast Baba Ki ""Jadi Booti""",2020-05-11T18:04:55Z,1533994,160050,6329
Amazing Surprise on Mothers Day,2020-05-10T18:13:48Z,2924966,192816,6544
We fought because of another Youtuber,2020-05-09T18:01:21Z,2371791,233779,7051
The baby did not fall into my Trap,2020-05-08T17:34:32Z,2107480,227941,5506
This baby does her own makeup,2020-05-07T17:32:32Z,2561438,235359,5027
we will miss this LOCKDOWN,2020-05-06T18:00:42Z,2427664,309549,8315
This Woman is Incredible !!,2020-05-05T17:53:56Z,2694130,242032,9851
Facing Financial Crisis in Lockdown,2020-05-04T17:53:39Z,7102417,424385,41476
Biwi ko Pata ke Rakhna chahiye...,2020-05-03T17:46:31Z,2802001,147769,4589
Aajkal Bacche kya kya karwate hai !!,2020-05-02T17:42:31Z,2120308,135169,5188
Youtube vs TikTok,2020-05-01T17:47:03Z,1830276,181282,17157
When Dad has to do the cleaning !!,2020-04-30T17:31:13Z,2906345,202857,7161
"Mom Sleeping, Dad n Daughter have fun in the Kitchen",2020-04-29T17:31:03Z,2981152,186655,6359
"Sorry Papa, Won't do it Again !!",2020-04-28T16:45:36Z,2559034,199029,6101
When you Wake Up on Camera,2020-04-27T17:38:33Z,2459384,163208,7260
Yeh Kaisa PYAAR hua bhai !!!,2020-04-26T17:40:31Z,2207695,190772,5992
Finally Reached Home,2020-04-25T16:38:53Z,1897720,149695,10892
Look what this little kid did !!,2020-04-24T18:07:43Z,1649282,164348,4219
We are stuck in Different Cities,2020-04-23T18:15:14Z,2032072,140514,12949
Had to Risk it for our Cricket ball,2020-04-19T17:08:53Z,1439316,106337,8251
QnA| What if Rasbhari wants to marry a poor guy ?,2020-04-18T16:20:22Z,2220311,135282,4747
Husband and Wife Waxing each other in Quarantine,2020-04-17T16:53:38Z,3760084,202502,5536
"Aaj Kal ke Baccho ka, bilkul bharosa mat karna..",2020-04-16T17:01:04Z,2106155,188007,18082
To Hum Jeeena hi chodd dete hai Ab..,2020-04-15T16:34:17Z,2967398,210614,6440
Lockdown Extension. Situation of middle class,2020-04-14T16:32:02Z,2642275,156629,7152
Our Baby got a Plaster Again,2020-04-13T17:43:02Z,3958681,239314,8054
10 days of Continous Fever | Losing Hope,2020-04-12T18:23:58Z,2073187,173302,10855
"Rasbhari's Reaction on  our ""Test Result"" video",2020-04-11T16:17:42Z,3081815,170924,6236
Finally our Test Results came..,2020-04-10T14:19:22Z,3323225,300566,25474
My Fever is getting Worse..,2020-04-09T16:14:46Z,2752044,180759,20136
Got our TEST done in the Red Zone,2020-04-08T17:07:26Z,2700909,134841,9477
Had to Leave Home..,2020-04-07T16:33:34Z,3270379,189531,26649
"Got 102 FEVER, Had to go in Quarantine..",2020-04-06T15:35:08Z,3944066,144604,19677
Kanpur Mein 9 Bajee 9 Min ..,2020-04-05T17:29:06Z,1878946,130523,5757
LOOK !! What my DAD did in the Lockdown.,2020-04-04T17:55:11Z,2253804,150265,4349
Never Thought Yeh karna Padega Lockdown mein..,2020-04-03T17:06:57Z,3277979,196278,5842
Medical Team Came to our House Again for....,2020-04-02T14:39:36Z,2405983,100833,3106
Dad and Son give each other a haircut in Lockdown.,2020-04-01T16:29:34Z,2003706,106370,4500
"Papa abhi bhi ""Dardi"" hai...",2020-03-31T16:01:34Z,2450275,110544,4233
Fixing Rashi's elbow bone + HayyRam 04 QnA,2020-03-30T17:02:18Z,3766876,157974,5295
Kanpur Police came to take us for COVID 19 Testing,2020-03-29T12:29:25Z,3078946,149100,7817
Our Baby Broke her Elbow !!,2020-03-28T11:59:27Z,4717549,246907,19602
What She did after the Pooja was ...!!,2020-03-27T11:38:56Z,1513299,91370,3069
Delhi UP border was closed... BUT !!!!,2020-03-26T12:29:57Z,2153243,109264,3213
Bahut Badi Galti Ho Gayi !!,2020-03-25T14:36:40Z,2115852,113528,4403
What passengers did on Junta Curfew,2020-03-23T18:04:49Z,2861944,141672,3948
We Decided to send Rasbhari Away..,2020-03-21T17:07:25Z,1315400,75973,2575
Uncle Ji ko bahut Chool machi thi..,2020-03-20T18:04:29Z,1723204,98363,4251
I let him Down | Felt bad,2020-03-17T16:33:02Z,2896987,144909,3695
"4 Saal ho gaye Shaadi ko, Lekin ...",2020-03-16T13:34:31Z,3978106,185091,3918
How much Rasbhari loves Mumma and Papa,2020-03-14T16:32:15Z,1367999,78194,2101
Riding my Electric Scooter in Traffic,2020-03-13T13:33:31Z,821019,70174,2059
Humari Behen ka KanyaDaan !!,2020-03-11T12:06:37Z,1624331,145401,11995
Humare ghar pe PANEER isliye nahi banta !!,2020-03-10T07:05:56Z,1133044,72097,2570
Ritu became a CAPTAIN today !!,2020-03-07T16:36:04Z,10202989,411801,12656
Unbelievable thing happened at Agartala Airport,2020-03-06T15:58:07Z,1701604,129338,4905
Flying in Reliance’s Private Jet 🛩,2020-03-03T03:27:30Z,7757078,239560,4332
Corona Virus | She had to FLY THIS,2020-03-01T03:30:04Z,2824873,111143,2073
We were Cheated by an Award Function,2020-02-26T16:49:55Z,3306991,161260,4407
Filmfare Final Night | Behind the Scenes | Meeting the Stars,2020-02-20T14:42:09Z,5447760,357377,5163
Filmfare Awards 2020 | What happened backstage Guwahati,2020-02-19T12:24:51Z,919958,86645,2520
What these girls did on VALENTINE's,2020-02-17T09:07:12Z,839419,57154,1941
Meeting the Hon CHIEF MINISTER for Something BIG,2020-02-15T04:49:25Z,978034,108086,3319
An Old commitment fulfilled in Arunachal,2020-02-10T16:35:22Z,775311,55581,2381
"Ritu Rathee Exposed ""I am a Morning Person""",2020-02-09T14:53:37Z,836354,48007,1622
Husband feeling Shy after Marriage | 4th Wedding Anniversary,2020-02-08T16:56:19Z,1749507,78830,2213
Stage par sabke saamne Jhooth pe Jhooth @ IIT Guwahati,2020-02-01T11:53:00Z,2721780,162561,2720
When your WIFE Plans your Day.,2020-01-30T15:59:54Z,1660036,83995,2240
"Beta, Kanpur ke logo se Rangbaazi nahi..",2020-01-29T14:10:43Z,2616150,116916,3233
"Got Rasbhari something, but she...",2020-01-28T16:52:22Z,1787355,83031,2517
Stopping every Traveller on the Way,2020-01-26T13:52:35Z,605514,48000,2342
When she refused to come with me,2020-01-25T04:09:33Z,725388,51378,2731
This has made me so FRUSTRATED,2020-01-24T03:30:00Z,4061929,203749,5445
Hostel Life | Must Watch,2020-01-23T03:45:00Z,1830684,102007,2538
My Engineering College life at IIT Kharagpur | 12 years ago,2020-01-20T12:33:48Z,2939018,154711,4612
"Prank on Wife, Gone Wrong",2020-01-18T14:50:33Z,3345301,153891,3054
Why I took a BREAK from Youtube,2020-01-16T15:29:27Z,1151508,81347,3738
Our Baby is in Hospital,2020-01-09T15:55:23Z,2885415,146974,6985
Best Place to visit from Nov to Feb,2020-01-04T16:40:21Z,1363378,75953,3231
Inside PM Modi's Bullet Proof VVIP Tent | Exclusive,2020-01-02T14:12:10Z,2670915,117128,3238
18 months old’s first reaction to a Kitten 🐱,2020-01-01T15:22:29Z,1544132,95562,3289
2 Penguins at a Private Beach,2019-12-31T12:53:11Z,1531764,87309,2975
Catching the Solar Eclipse 26th Dec 2019 LIVE !,2019-12-27T03:59:38Z,975375,104049,2705
Dealing with Street Smart Kids | Coonoor,2019-12-26T10:41:45Z,1108831,67426,2080
Our Struggle !!,2019-12-25T17:04:15Z,2788757,154314,5082
For the First Time .. !,2019-12-24T07:37:54Z,2314467,114635,6281
We had bad fight and she broke my Vlogging Camera.,2019-12-21T16:21:43Z,4657946,187025,4352
Why Deepika Padukone Didn't Refuse her ?,2019-12-20T15:57:54Z,10164066,475580,7934
Meeting President Barack Obama in Singapore,2019-12-19T17:32:18Z,7147946,344710,6624
Awkward moment in the Lift with a Foreigner,2019-12-18T07:48:34Z,1822862,136497,2815
2 Million Celebration GONE WRONG in the Kitchen !!,2019-12-16T06:25:02Z,3235142,173359,3725
Badmashi ki saari Haade paar !!,2019-12-13T10:56:30Z,1826930,108167,3164
Rasbhari is going to School !,2019-12-12T14:44:51Z,3089840,150797,4588
Getting a FAKE DIMPLE,2019-12-10T12:26:39Z,3060525,127831,3362
This could have been Life or Death..,2019-12-09T15:12:25Z,1684141,103664,4617
WE FAILED because of Angry Prash (inside Youtube Party),2019-12-08T06:17:58Z,2384959,138445,4007
Most Dangerous Thing I have Ever Seen (REAL !!),2019-12-04T16:42:17Z,1407637,91489,4486
Camping at Bangladesh Border !!,2019-12-03T16:30:54Z,951893,70490,3551
How can someone do that on Highway !!,2019-12-02T15:09:46Z,2624085,161610,5422
Should I Continue ??,2019-12-01T15:59:22Z,1149005,96586,7291
He took me to the Police Station,2019-11-29T06:34:15Z,5690430,267850,11721
Ritu's Bday Party in LIMOUSINE,2019-11-20T16:15:29Z,2075621,147509,6246
When Mumma is NOT Home,2019-11-16T08:40:23Z,2265784,118929,3674
Its NOT easy to say Goodbye !!,2019-11-14T12:35:58Z,1892328,99924,2317
Rasbhari and Papa going to SURPRISE Ritu,2019-11-13T09:54:44Z,3861509,185008,5926
They called me to Mumbai and Choked Me !!,2019-11-08T13:03:48Z,1217577,70835,2264
Pilot Husband and Wife Flew Behind Each Other ✈️,2019-11-01T14:59:10Z,11590388,401104,10443
"Its Sad, But this is PILOT's LIFE",2019-10-30T12:33:19Z,1992476,88072,2231
When you fly on Diwali Night !!,2019-10-28T15:12:17Z,2196020,113232,3169
IIT ke Laundo ki Shayari,2019-10-27T03:30:00Z,1160374,70619,2793
Everyone Bunked College !!,2019-10-26T11:15:16Z,775642,45803,1454
Celebrities come to Aurangabad for this Pan,2019-10-24T12:09:56Z,940474,56554,2460
They Thought we were Shooting an Adult film in our room,2019-10-23T16:17:24Z,3941304,183172,6259
Best Day of our Lives | Social Nation 2019,2019-10-22T03:19:09Z,5374095,267394,4936
How Lady Pilots Celebrate Karwa Chauth !🌝,2019-10-19T08:21:08Z,3269451,162721,7126
"Fighting on the streets of Istanbul, Revenge Taken",2019-10-17T15:19:57Z,2067627,102473,3187
She Flew me to ISTANBUL in her Aircraft,2019-10-16T16:41:42Z,7639412,263544,5102
3 Lakh People came to see This,2019-10-14T10:46:18Z,1118734,60307,4845
India's First PRIVATE TRAiN with Lady Hostess,2019-10-11T13:10:54Z,4212098,151632,5067
"IIT Delhi College fest, What Happened on Stage| Unbelievable",2019-10-05T11:44:09Z,1424105,93044,3747
Her Previous Job before Instagram,2019-10-03T16:28:51Z,1277277,72713,2410
Ritu goes to her Village| Segway Ride,2019-10-02T16:38:42Z,1966022,93276,2636
Playing Football wih Rasbhari,2019-09-30T04:18:42Z,947477,66226,2657
Something Which has Never Happened Before | Technical Guruji,2019-09-26T10:35:07Z,1368121,84536,2059
15 Months Old Baby's reaction to Mother's Video,2019-09-24T13:53:10Z,7956437,382667,17646
Her First time on stage at Filmcity | Killed it,2019-09-23T12:18:05Z,1241914,68809,3133
"20 Rs do, Tabhi Utaarunga | DadaGiri 💪",2019-09-22T12:44:37Z,3506141,173119,2458
Rasbhari is Back 👶,2019-09-21T15:58:28Z,2393865,130887,5182
Doing the Chicklu..O..Chicklu Dance,2019-09-20T12:45:00Z,2113446,120362,6962
Got Black-Mailed for a Business Class Seat,2019-09-19T11:13:47Z,1863371,98315,2071
Rap Battle | India vs Others,2019-09-16T13:53:56Z,3250720,298856,5390
"By mistake, called them ""pretty"" infront of my Wife... ☠️",2019-09-15T11:04:20Z,2759769,158797,3661
Why every Guy wants Big BICEPS..,2019-09-14T13:10:53Z,3555069,159005,3079
Rickshawali and Ritu Ran away with my Camera in Japan,2019-09-13T14:48:33Z,1423066,90875,3921
First time in TOKYO for YOUTUBE,2019-09-11T12:30:01Z,1765256,82626,2925
"Rasbhari becomes ""GanguBai"" at work",2019-09-10T11:26:53Z,2545701,121050,3827
Moon Landing by ISRO... We are PROUD.. JAI HIND🇮🇳,2019-09-08T08:32:59Z,2061736,129205,4004
The Upcoming Biggest beauty Blogger on Instagram 👧,2019-09-05T12:21:50Z,1813796,105942,4392
Rasbhari's First Meetup. she got scared..😨,2019-09-03T14:15:02Z,3342578,153720,4520
"""Zoom TV"" walo ne sahi mein kaat diya mera.. 😂",2019-09-02T12:02:21Z,1543740,81449,1997
"While Shopping ""Tum shadi ke baad badal gaye ho"" .. 😢",2019-08-31T16:43:46Z,1597465,103561,4140
"Went inside overconfident, but came out losing 😂",2019-08-30T07:14:32Z,1947125,97199,3388
"Rasbhari's first words.. ""Papa"" or ""Mumma"" ?",2019-08-27T15:03:55Z,3090383,185886,11125
"My Wife Acts like a ""Bholi Gai"" but I.. | @Nagpur Event",2019-08-25T15:33:31Z,1286356,81128,3988
Ritu meets Rasbhari after 20 days | Epic Reaction,2019-08-21T12:27:16Z,6372082,281961,7309
OMG We Almost Crashed Today and ..... 🚗,2019-08-20T03:41:37Z,5183901,217827,8456
Flying Beast Vs Bani J challenge 🔥,2019-08-19T04:09:43Z,2673830,128351,6274
"With the Queen of ""Reality TV"" in India",2019-08-18T13:58:02Z,1739532,80426,2350
Etihad Airways Rejected me.. Reached ENGLAND..,2019-08-17T15:11:46Z,1983881,90175,2785
When a Father has to leave his Daughter !!,2019-08-13T03:30:01Z,3690160,218205,9452
Going to meet RASBHARI ❤️,2019-08-12T05:07:43Z,1432029,85412,4358
A mystery box from 2017,2019-08-10T03:45:00Z,885910,64296,3441
Had a real fight while doing QnA| had to shut down HayyRam04,2019-08-08T13:34:15Z,3495626,150605,6070
My OverSmart WIFE 👩,2019-08-05T11:52:01Z,2297637,140589,4314
Rasbhari is going away 😢,2019-08-01T15:33:02Z,2596809,124888,6246
Roti making Cooking Challenge  | Gaurav vs Ritu 😋,2019-07-30T16:38:39Z,1530945,105530,9928
"A Survival trick, Bahu's use in Sasuraal | QnA July",2019-07-29T15:17:22Z,1122032,78453,4941
"Rasbhari has No Idea, what is about to come..",2019-07-27T12:42:10Z,2796672,138446,4692
How to get 100% Scholarship for Pilot training ?👨‍✈️✈️,2019-07-25T15:04:30Z,1384140,74537,5003
Chandrayan 2 Launch LIVE @ISRO sriharikota 🚀🇮🇳,2019-07-23T10:37:14Z,6309901,323150,10773
Finally my Bday gift arrives and its ...🙁,2019-07-21T12:44:51Z,1780578,143066,5764
I gifted them my Everything !! 💝,2019-07-18T13:48:22Z,2675055,179794,6204
HARLEY DAVIDSON !!  🏍️,2019-07-16T03:24:26Z,3453713,144385,5325
Hot couple in Swimming pool.. 🌶️😁,2019-07-14T16:35:57Z,3525695,135049,4122
She planned my Birthday surprise 🎁,2019-07-12T13:49:56Z,2265586,123709,5296
Where are we going for my Birthday ? 🎂,2019-07-09T12:42:46Z,1835993,93903,5039
A trick for cheapest and Best Food IRCTC Indian Rail 🚂,2019-07-07T15:01:16Z,715290,50384,2132
He Robbed us outside NDLS Railway stn and Ran Away,2019-07-06T05:04:49Z,5602510,329581,12825
FAKE MILK | BEWARE 🥛नकली दूध,2019-07-04T11:38:17Z,4765174,219282,6643
Live footage of the recent aircraft accident,2019-07-02T12:56:25Z,4661342,147822,3828
We are giving away our GOLD PLAYBUTTON 😱,2019-06-30T13:13:29Z,777573,63682,3881
ZARA's 1st day Sale..Unfair to all MEN.,2019-06-29T13:49:57Z,1681094,75560,3033
Youtuber's Award Night,2019-06-26T15:46:29Z,678924,47045,1543
TRUTH about McDonalds French Fries !!,2019-06-25T14:59:13Z,2689799,217250,14048
Crashed into a Stranger's house in a village and...,2019-06-24T03:23:51Z,2987528,140186,3694
Amazed What She did.. Maan gaye bhai..,2019-06-22T14:20:17Z,2244345,115070,2660
Korea mein macha tumhare Bhai ka Swag !!,2019-06-21T03:45:01Z,839817,62375,2649
Ohh Bhai...Kya Sahi Cheez thi yeh !! 👀,2019-06-20T04:10:27Z,970024,63629,3323
"Ind vs Pak Controversy | from Seoul, Korea",2019-06-19T03:11:12Z,846898,50649,1775
I was the Only Pilot to Land in Delhi Duststorm | ATC Surprised 🛬,2019-06-17T11:39:27Z,4171067,165289,3981
First Time in Air Asia,2019-06-16T04:20:17Z,3519726,141181,3523
This custom made personal gift made her soo emotional..,2019-06-11T03:30:00Z,14208021,727337,12339
Aadhar Card photo Challenge | Ritu vs Gaurav,2019-06-10T03:30:00Z,2177960,147230,8499
Capt Ritu's New Flying License 👩‍✈️,2019-06-05T12:36:52Z,1754193,160404,3694
This is the same place where we decided to .....  2015 💑,2019-06-03T12:27:46Z,1892716,101580,3308
This Happy Moment changed into an Embarrassing one !,2019-06-02T06:18:50Z,1206317,72000,2644
Bahut hua JCB JCB.. ab yeh Dekho !!,2019-05-31T04:24:29Z,1788865,151280,4435
will give this to the BEST Vlogger of India 📷,2019-05-29T16:41:30Z,845768,52505,2604
We Preserved Rasbhari's feet forever,2019-05-28T11:27:06Z,4065010,164399,3892
Our Capt Rasbhari started Walking ..👣,2019-05-27T10:41:29Z,3204545,209859,4212
Ritu Rathee ka Election Result 2019 | Kaun Jeetega ?,2019-05-23T03:30:02Z,857223,51474,1678
Becoming a Cabin Crew for One Day,2019-05-21T14:19:40Z,2289547,100833,2285
Rasbhari's 1st BirthDay 🎁,2019-05-19T12:32:01Z,6083025,218626,9776
Rasbhari's Birthday Celebration starts !! 🎂,2019-05-17T03:22:58Z,1428369,93998,3976
Training at my New Airline,2019-05-14T12:20:12Z,923313,57125,3209
Going to meet Rasbhari after 2 weeks ✈️,2019-05-13T11:16:12Z,1371257,86538,2368
Co-Pilot climbs back into burning aircraft to save Captain,2019-05-09T03:23:27Z,2080268,148322,4279
My Bachelor Days !,2019-05-08T03:30:02Z,536788,41487,4713
The JUGAAD of Railways,2019-05-07T12:27:01Z,721044,36723,1633
Another Boeing 737 Crashes | Lands into a River  ✈️,2019-05-05T03:24:39Z,1025287,63377,2611
Smart Bikes in Delhi 🚲Good or Bad ?,2019-05-04T03:34:40Z,763645,50001,2677
Mota Romantic ho Gaya !! ❤️,2019-05-03T03:23:34Z,5607646,329834,6287
Riding a FERRARI with Mo Vlogs in DUBAI 🚘,2019-05-01T14:46:01Z,5907906,351627,6262
We Randomly Landed in DUBAI,2019-04-30T13:46:22Z,1358331,77696,2850
#HayyRam3 kya ek Ladka n Ladki sirf acche dost ho sakte hai ??,2019-04-29T15:16:19Z,2124602,146596,5964
World's Pilot Day 26th April,2019-04-26T11:47:07Z,513913,32421,1981
Shaadi ke pehle nahi mile the hum !!,2019-04-25T12:50:01Z,1701108,105503,3176
"This Woman is a CHEATER ..""Kullhad competition""",2019-04-24T15:45:24Z,2464900,122875,5263
New Invention for Rasbhari...👶,2019-04-23T11:15:40Z,1863021,135240,6176
Why has Jet Airways Shut Down ?,2019-04-22T03:30:00Z,1930873,96046,4945
CarryMinati vs Flying Beast,2019-04-21T03:15:00Z,8230327,471071,5125
My new Job. Am I joining Qatar Airways✈️ ??,2019-04-20T03:30:00Z,2216436,135129,6305
YouTube Sent us a MYSTERY BOX,2019-04-19T04:01:55Z,3303488,300544,3639
We had to call a Press Conference because of this....,2019-04-18T10:58:03Z,1636384,65561,3684
DANGAL of INDIA,2019-04-17T13:11:32Z,545754,43850,2301
Youtube Fanfest Delhi 2019 Stage was lit 🔥,2019-04-15T04:18:11Z,1895946,99620,5043
Who Flies better? Gaurav vs Ritu in the Cockpit | Flying Competition,2019-04-14T03:42:18Z,10012803,349483,12440
Youtube Fanfest Creator Camp Delhi 2019,2019-04-13T03:54:36Z,1578217,92638,2928
YTFF stage set inside Ambience Mall,2019-04-12T03:18:48Z,684670,32882,1937
Youtube Fanfest Delhi Rehearsals,2019-04-11T03:13:07Z,776650,44589,2658
Youtube Music launch Party Mumbai,2019-04-10T03:30:02Z,689287,45446,3381
A Dead(martyr) Soldier still on Duty. शहीद की आत्मा देती हैं पहरा,2019-04-08T15:06:57Z,2304540,113954,4602
14th April | Ambience Mall | YTFF,2019-04-07T03:30:00Z,495887,32344,2176
My Last Flight as a Captain 😪,2019-04-06T03:30:00Z,9295319,342811,11838
Shah Jahan went bankrupt .. True Story of Taj Mahal,2019-04-04T15:21:26Z,2605351,99420,7599
Why is Pakistan Airspace still Shut ?,2019-04-02T14:11:20Z,1278455,71092,4034
YouTube FanFest Mumbai 2019,2019-04-01T04:41:36Z,5500885,322617,7553
She crashed the Youtube Fanfest 2019 backstage,2019-03-31T03:30:00Z,1369267,74062,2798
Getting Ready for Youtube Fanfest in Rs 20/-,2019-03-29T03:34:11Z,1130839,79668,5471
The TIK TOK GIRLS,2019-03-28T12:36:30Z,1663202,87970,3803
"One Million Subscribers celebration, Thank you everyone... 🙏",2019-03-27T03:24:45Z,984338,81930,7401
How much do I earn from Youtube ? (Honest Answer),2019-03-25T14:23:43Z,2939307,127815,10574
Nayi Bahu ki Mooh-Dikhayi + Chai Test,2019-03-24T05:32:10Z,7865667,253083,5935
Most Expensive Rolls Royce Car Collection of the World,2019-03-23T03:45:31Z,529594,40653,2223
Holi ki Hudd-Dang..,2019-03-22T03:24:36Z,1986305,96007,2569
The Wedding Day | Jatto ki Shaadi..,2019-03-20T15:19:16Z,6068998,207218,3476
The Only place in the World where....,2019-03-19T07:34:22Z,678388,48619,2552
Sabse Sasti chai in a 5 star Hotel ft technical Guruji,2019-03-17T15:36:17Z,694790,54460,2272
Tricks Women use to fool Men | Saavdhan India,2019-03-16T15:23:43Z,3546371,98278,2564
Spent all my Youtube Money on this !!,2019-03-15T13:51:07Z,1856323,81344,6424
Ethiopian Air Crash | Why are Boeing 737 max crashing ?,2019-03-14T13:48:31Z,1768194,83024,4700
"Life behind the lens, as a Youtube Creator..",2019-03-13T12:25:19Z,329955,18956,1141
Night Life with wife in Bangkok | not a good idea,2019-03-11T15:13:43Z,1886349,66527,2398
Jaato ne mil ke kaat diya mera...😂,2019-03-10T13:41:28Z,6589011,231158,5156
A short vacation with Cabin Crew,2019-03-05T14:26:50Z,2494483,70118,3449
How our IAF wing commander Abhinandan ejected from MIG 21 Bison,2019-03-04T13:56:45Z,2441175,105405,6785
Had to do this for my channel..,2019-03-03T12:46:26Z,1543445,136383,2844
"Train Accident @ Nagpur, happened infront of me...",2019-03-02T11:18:28Z,6427433,180895,9064
Shaadi Mein Zaroor Aana..,2019-03-01T12:30:00Z,2066422,106688,4097
Pride of Kolkata and something Important 🇮🇳,2019-02-28T10:46:46Z,672821,50022,3793
Stop Fake News (2),2019-02-27T13:17:21Z,211276,16387,1239
